Text,label
"RT @k_sonin : Two symbols of Putin's Russia. Cruiser Moscow, the flagship of the Black Sea Fleet, sank today. Cost: $750 mln. Dilbar, a luxury yacht of a Putin's close associate, seized today. Cost: $800 mln. https://t.co/9s6HQTEykE",1
"RT @Leshchenkos : My comment on Medvedchuk鈥檚 arrest: 鈥淚t is a symbolic event, like capturing Goebbels, a great success from a moral and political point of view. This man who was receiving direct instructions and resources from Putin to prepare the terrain for the invasion,鈥 https://t.co/Rd81jCZvfa",1
"RT @nexta_tv : The Washington Post's source in the #US government confirmed that cruiser ""#Moskva"" was hit by #Ukrainian missile

#Russian Defense Ministry continues to claim that for an unknown reason there was a fire on the #cruiser, which caused ammunition to explode.
https://t.co/RV1GWQUNC1",1
RT @mithrilmosaic : by shilling for zog putin and multiracial USSR 1 with legal LGBT that jails nationalists ? great idea genius https://t.co/vjDRE8ZnNj https://t.co/Co3wSBysvy,1
"since Manafort was helping Putin against Ukraine, we should send that SOB Manafort on extradition since Merrick Garland doesn't do a DAMN THING. This was in 1016 so not like alot of work was needed. Mueller did much of the deep dive on this already.

@Potus",0
Putin's ex-adviser says one move could end his war in a month - CNN https://t.co/MMvlkeK5wB,1
"RT @PES_PSE : What has Vladimir Putin done in Europe in the past years? He has supported extreme-right parties in the continent. 
@sanchezcastejon speech is as relevant as it could be, as the French presidential campaign heats up ahead of its second round on 14 April. https://t.co/Jbd1n1VLXT",1
"RT @AssalRad : According to US officials, when civilians in countries the US sanctions suffer from hyperinflation &amp; starvation it鈥檚 because of their own government鈥檚 mismanagement &amp; corruption. But when Americans suffer through inflation &amp; rising costs, it鈥檚 because of 鈥淧utin鈥檚 Price Hike.鈥",0
"RT @ciabaudo : So Putin's Russia is deporting Ukrainian refugees to far-flung parts of the former Soviet Union. Johnson's Britain is deporting refugees to Rwanda with no hope of return. 
Can anyone explain the difference because I don't see one?",0
"Putin is responsible for so much human misery and hurt.
No reason why he did this. https://t.co/FDmzKoJImS",0
RT @DebbieNester1 : @DemocraticDaisy @SamRamani1 @kkelly110_kim But he he accomplished getting that warrant for Putin yet? Waiting to see!,1
"RT @FaceTheNation : Speaking at the Georgia Institute of Technology, CIA Director William Burn called China ""a silent partner in Putin's aggression"" and said it posed the ""greatest challenge"" confronting the U.S. https://t.co/yhcaUM5GJg",1
"@Kasparov63 I will be a little naive, but I believe that the West should disrupt Putin's plans and expand the board to the whole world ... remove the earth from under the dictator's feet. For example, finding a strategic agreement with India (it could be what China is now for the West).",1
"RT @Malinowski : Professor Larry Tribe endorses our proposal to repurpose frozen Russian assets to help Ukraine.

We're not going to return Russia's wealth to Putin while Ukraine lies in ruins. So let's figure out a way to use it to rebuild the country he's destroying.@SenWhitehouse @RepJoeWilson https://t.co/Wnvb119spu",1
@Inconce57494141 @mark_madel @lobster_kai @bc1313z @andersostlund @MalcolmNance I鈥檓 not wasting any more time arguing w Putin bots. Go spit in the wind. 馃憢馃徎,0
"RT @ianbremmer : 鈥渜uit smoking or you won鈥檛 live to see putin鈥檚 death.鈥 

- ukrainians taking the long view https://t.co/hJHwg9cHBZ",1
"@JulieBanderas Putin done that馃槀, Biden wouldn鈥檛 lie to us, would he?馃槱",1
"Ukraine war: while most Americans express outrage, Putin鈥檚 spell continues to hang over Republicans https://t.co/gdgGBZNEhH",1
Putin thought Ukraine war was a missile to Nato. It may be a boomerang - The Guardian https://t.co/LGotkJgLRw,1
"@TheEconomist Ok, we all know that in Russia there is no freedom as such. Putin's fear of NATO is due to the influences of freedom that can influence the Russian population. NATO and nobody wants to invade Russia, that is an invention of putin and his regime.",0
"RT @anders_aslund : Translation: There are no such principles. Russia simply demands a monopoly of violence in a sovereign state.
""radical nationalists, extremists and bandit forces in Ukraine"" are usually called democrats, unlike Putin's fascists.",0
"HELLO AMERICA,

What is being done to the USA TODAY is a CRIME against the people of the USA.

Not as GORY as what PUTIN and Zelenskyy are doing to the Ukraine people, but the American Fascists are killing the American people in so many other ways.

Tyranny is always cruel.",0
"@dagensnyheter We are in time not to make a bad decision, NO to NATO, NO to Putin. https://t.co/M83lshW1Hq",0
Pull a Putin Pilate,1
"I blame @GOP for all inflation
Had Trump not taken Russian help, Hillary would have won, and Putin is afraid of her
had Trump and GOP not shut down the pandemic office, we would have early warning on Covid
Has Trump taken Covid seriously, the economy would not have crashed https://t.co/OCOxQ5SWlT",0
"RT @JuliaDavisNews : Disheartened by Russia's mounting failures in its war against Ukraine, state TV pundits regale themselves by watching another clip of Tucker Carlson鈥攖his time, hosting Nigel Farage, who claims that Putin's invasion is NATO's fault. 
#TuckyoRose https://t.co/3fSlFmuCOn",0
@mcmastersteve So proof you aren't putin puppet,1
"RT @saletan : On CNN, @MarkHertling says Putin will fail in eastern Ukraine because
1. He lacks the manpower to regenerate sufficient force
1. Russia鈥檚 logistics are bad and haven鈥檛 been fixed, and
3. Ukraine has shown flexibility and is adapting to fight differently in the east, as necessary.",1
"@MarySusie3 Unfortunately you are right. Putin can鈥檛 win. US wants just to destroy UE, this is the main target. If they succeed, Zelensky will be left to his destiny.",1
"@simge_gule @ZelenskyyUa Well...since Turkey is in bed with Putin....Turkey gets to suffer the consequences! 

Think about your friends, government of Turkey!",0
"@mdmitri91 Putin is embarrassed, go big or go home (with a 9mm to the temple)",1
"Putin鈥檚 logic: we will beat U 1 death. But if U defend Urself, we will declare war on U. Their knees must be knocking. Send the Kuznetzoff we鈥檒l sink that 1. https://t.co/Wu941s0RXm",0
RT @MalcolmNance : WARNING: 鈥渂omb them once and that鈥檚 it鈥 shouts a furious Russia TV analyst -they鈥檙e openly talking about NUKING Kyiv in exchange for losing a ship 鈥 this is on Putin authorized national TV. It鈥檚 building up. We must take it seriously that Russia is seriously considering this. https://t.co/83qRpuLpaf,0
RT @Liz_Cheney : Another member of the Putin wing of the @GOP https://t.co/OGlukDrqMN,1
"@Robertd109 @seanhannity Isn't time for you to go give Putin his midday BJ, or you gonna make some more brainwashed Azov post?",0
"Because of its long held NATO ambitions, Putin invaded a country that was unlikely to ever join NATO and, in so doing, spooked other non- NATO EU countries to strongly consider joining NATO as soon as possible.

Putin is overrated. He IS the CLOWN!",1
"I hope 鈥淩ussian Warship go F yourself鈥 becomes part of the Ukrainian national anthem鈥..Ukraine keeps becoming such a bad ass role model, they are like an 80s action movie hero, helps when Putin acts like an 80s action movie villain. https://t.co/piysUs7nbI",0
"Putin said that a smoker caused his flag ship war ship was sunk because of a smoking accident. Come on Puttie, you can do better than that.",0
Did Putin just threaten America?,0
"RT @TelBabe : Why do some want to flood us with illegal male asylum seekers; pretend the rape of Ukraine is nothing to do with us; think Putin is the good guy; not accept referendum results or even Elections; want to give up our arms, defund police; burn our flag and doctor history? Bizarre.",0
"RT @mdmitri91 : Russian senator Klimov claims that the end of 'special operation' in Ukraine is imminent.

This could mean, in my opinion, them moving towards the total war. However, full mobilisation raises stakes so high that I'm not sure Putin will be ready to do this. https://t.co/FgIX3HusHI",1
"The desperation oozing out of the West, is pathetic, and now ghoulish.

In a sad, sad, attempt to pin war crimes on Putin,
French forensic scientists are exhuming the bodies buried in Bucha.",0
"#Lavrov and #Putin will no longer be there, the #Russians will have the guilt of the Germans after Nazism.",1
"@KyivIndependent 馃幎Got a letter from a postman
He had it in his pack
Bright n early next mornin
I told him to take it back
&amp; wrote upon it
Return to sender
Address unknown
No such person
Bidens not home
We had a quarrel
A Ukrainian spat
All right I鈥檓 sorry
But Putin take your fucking letter back",0
"I鈥檝e 鈥渓ost鈥 about 10 followers today and then realized I鈥檝e blocked about that many who鈥檝e reared their Bernie Bro heads. I have 0锔忊儯 time for you folks. My rights as a Woman, rights that Bernie called 鈥渋dentity politics鈥, are under attack. He is a narcissistic stooge for Putin.",0
@InnaSovsun His life will never be the same after he鈥檚 seen Putin鈥檚 world of inhuman darkness.,0
"RT @HalTmon : @JariTervo1 ""Dark humor is like rescue in Russian Navy - not everyone gets it."" 
Darth Putin",1
@Reuters Coincidence that Sweden and Ukraine same colour of flag. Maybe Putin doesnt like yellow,1
RT @DanKaszeta : Putin could be shot by a firing squad like Ceacescu and there鈥檇 still be far right and tankie fanboys on here saying it was a 4D chess move and that he was winning,0
"RT @HaineSharan : To the poor sods in Russia eating Putin's bullshite 馃嚭馃嚘馃嚞馃嚙
#SlavaUkraini https://t.co/pvlNePNAZI",0
"RT @CanadianUkrain1 : -""This is OUR work, burn, burn!""

I bet you Putin did not see any of this coming, at all. Three days, they said. Why bother resisting, they said.

Day 51, eh? 

Glory to #Ukraine 鉁婐煆火焽吼焽 https://t.co/jso4UHqtmz",1
"RT @JorgeLara1 : Mussolini, Hitler, Stalin, Putin, todos retepopulares.",0
Traitor Trump STILL can't bring himself to criticize Putin. Lock him up!,0
RT @joncoopertweets : Why does Trump find it simply IMPOSSIBLE to condemn Putin?,1
@olgatokariuk @KyivIndependent War Crimes Putin,0
"When denazifying, it is always advantageous to task that job to the worst kinds of nazi assholes you can find. Fuck Putin. Fuck his rhetoric. Fuck his lies. Fuck his ruthless war. https://t.co/ycmD5jzzLH",0
@JimmySecUK Another Point: People have been suggesting Putin has been holding back with regards to stand-off capacity. Looking at the quite pathetic 鈥瀝evenge-bombing鈥 for the moskwa I鈥榤 wondering if the RU-Forces are simply already at their max. Or is that wishful thinking?,1
"RT @thisisinsider : In an exclusive interview, Ukrainian President Volodymyr Zelenskyy talked about the emotional toll of the Ukraine war and his feelings toward Russia. He also said he would sit down at the negotiating table with Putin for the sake of the Ukrainian people.
https://t.co/zY8aa3iohr",1
"RT @thenewsoncnbc : ""If you are buying Russian oil, you are subsidizing, you are underwriting Putin's killing machine in Ukraine,"" says @McFaul on the European Union considering a ban on Russian oil. https://t.co/ZVv3OqmeX7",1
"@zoltanspox Hungarians collaborated with Hitler now with Putin, you can get the fuck with Orban to Moscow.",0
"Fuck Putin
Fuck Rasmus Paludan
Fuck ortenkrigarna
Fuck Aik, Bajen och Peking.

Ur led 盲r tiden.

Djurg氓rn 盲r ljuset i m枚rkret!",0
"RT @BrianKarem : NOW: Anonymous says Putin ""no longer has control over spy satellites,"" after they hack Kremlin鈥檚 spy satellite program. Russia denies the attack.",1
"RT @NickKnudsenUS : Important new video from Ukraine鈥檚 Ministry of Foreign Affairs. Please watch and share.

The direct appeal to us: be careful to only share *verified* information about the war.

We can all play a part in defeating Putin鈥檚 propaganda. #FreedomForUkraine 
https://t.co/881TDd9i33",1
"RT @AndrewPRLevi : Russian Defence Minister Shoigu鈥檚 reported 鈥渕assive heart attack, not from natural causes鈥 is the least surprising news to anyone who knows Putin &amp; his gang.

I used to tell them what would happen when he tired of them.

But their hubris, greed &amp; fear prevailed. /1.",0
"RT @paulapoundstone : Dear Putin, I am hoping that, in the quiet of this religious holiday weekend, you can find some time to go fuck yourself.",0
"Exclusive: Zelensky says world should be prepared for possibility Putin could use nuclear weapons

https://t.co/zvU5gbRc1g",1
"RT @smc419 : @LuLuRoche Lulu we paid for the kidneys
We paid for Junior to hunt endangered animals
We paid for Eric to scope out new Trump properties
We paid for Ivanka and Jared to run grifts across the globe
We paid for the security that Trump used to meet with Putin.
I've got more..",0
@visegrad14 Putin will make 1 phone call and they'll take down the money or cut it by 90%,1
RT @LincolnWatchman : Only a complete imbecile would call Vladimir Putin a genius.,0
RT @TheUSASingers : A vote for the Republican Party is a vote for Vladimir Putin.,1
"RT @DanRather : Funny how Putin keeps losing but uses propaganda and sycophants to claim he鈥檚 winning. Sounds familiar, but I can鈥檛 place it exactly.",1
"RT @joncoopertweets : BOOM! In a major blow to Putin, Poland has BANNED Russian coal imports.

If you are DELIGHTED every time Russia is delivered a major financial blow, follow @CalltoActivism so you don't miss any time Putin is defeated!",1
"Anyone remember when we were seen as Cool Britannia. 6yrs of #Nazi government posing as #tories has made a massive difference our country. #France don鈥檛 let #LePen do the same, only #Putin wins if his funded allies get elected",1
@Robertsixto1 What Putin doesn鈥檛 want is what we need to be doing. He will pull that nuclear card as long as he sees it working.,1
"馃數 Who are you, Mr. #Putin? Why have you launched invasion on Ukraine and why do you agree for #BuchaGenocide?
馃煛 CLICK and LISTEN to 鈥淭he World鈥 podcast
猬囷笍 https://t.co/33geBfFtB1
@CatherineBelton @SQNPublishing https://t.co/4uVWJ6zjet",0
"RT @GZemenides : So, let me get this straight. Turkey is in violation of #CAATSA, is violating Greek airspace with its existing F-16s and is giving Putin a pass on sanctions, yet people are really considering Sultan Erdogan more weapons? 馃う馃徎",0
@JiminySpeaks @joeleberman He鈥檚 also done a masterful job of dealing with Putin and Ukraine.,1
#Ukraine - Biden isn't misspeaking about Putin. He is speaking for the American people https://t.co/vrwwiLrRXU,1
Hopefully war criminal Putin will see Karma shortly 馃檹馃憞 https://t.co/JI9pzvZ9Pd,0
"@Truthonly145 @TheInsiderPaper 30,000 dead Russian soldiers makes Putin a dull boy",0
"RT @NBCNews : UKRAINE-RUSSIA LATEST: https://t.co/eysW4I7elt

鈥 Moscow vows renewed missile attacks on Kyiv after warship sinks

鈥 People are 鈥渟tarving to death鈥 in Mariupol, per U.N. World Food Program official

鈥 Russia likely to review Black Sea posture after sinking of Moskva, U.K. says https://t.co/4G3158pz5F",0
@ClarkeMicah - a little humour for you鈥 Hitler phones Putin https://t.co/gdpSCQTXrq via @YouTube,1
"RT @PressSec : Countries around the world are dealing with higher prices from the pandemic and Putin鈥檚 price hike, and the Biden Administration is doing everything we can to fight it. But everybody should be part of the solution, not part of the problem. @WSJOpinion:
https://t.co/P0mLY7BT1I",1
@jazzmickle @kochauf You can end up believing that the earth is flat or that Putin deserves the peace nobel prize.,0
"@frankrennie I have a friend in Russia who messaged me to say all 鈥榮ane鈥 Russians are appalled by what鈥檚 happening in Ukraine. After the chaos following the collapse of the Soviet Union, Putin offered stability or so they thought. Big miscalculation.",1
Washington Post fact-checker declines to give Biden 鈥楶inocchios鈥 for blaming 70% of inflation on聽Putin https://t.co/W688MBS7Yx,1
"@pmakela1 Advisor-1: Sir, Russians are leaving Moscow, some are our smartest people
Advisor-1: Traitors - shoot them!
Putin: Let them go
Advisor-1: Sir?
Putin: Give them a humanitarian corridor
Advisor-1: Where to sir?
Putin: To Siberia ...pause... then shoot them.",0
"Putin is not his first love鈥
for those surprised at Oliver Stone pro Putin lies /propaganda https://t.co/Wqwh9fTm4U",1
"@KeirGiles @sakkov @pasieronen @a7_FIN_SWE @alexstubb @john_sipher @Ohra_aho Of course Finland and Sweden will be a positive addition to NATO, &amp; yes they will share the expense &amp; security burden. They need article 5 protection as Ukraine does. Rather than return to re-establish the Soviet Union, it is obvious to all that Putin has permanently killed it",1
"RT @AssalRad : According to US officials, when civilians in countries the US sanctions suffer from hyperinflation &amp; starvation it鈥檚 because of their own government鈥檚 mismanagement &amp; corruption. But when Americans suffer through inflation &amp; rising costs, it鈥檚 because of 鈥淧utin鈥檚 Price Hike.鈥",0
"@GeneralClark After Putin came to power everything change, specielly after meeting Erdogan. 1010 planed war against Armenia, Putin reactivated 1911 Moscow Treaty. Killing of russian ambassador of Turkey, russian planes, even Bairaktar remote planes, peace talks are part of the common game. Er",0
"@NATO The whole civilized and democratic global society stands with Ukraine. People of Ukraine, you should come back to your country and drive out the Russian infiltrators. Catch the terrorist Putin and punish him severely.",1
"RT @Leshchenkos : My comment on Medvedchuk鈥檚 arrest: 鈥淚t is a symbolic event, like capturing Goebbels, a great success from a moral and political point of view. This man who was receiving direct instructions and resources from Putin to prepare the terrain for the invasion,鈥 https://t.co/Rd81jCZvfa",1
@BarbarianTrades @_crowbot_ @StockMKTNewz Putin sounds worried.,1
"Come on remoaners blame Brexit 
'Too slow and too little!' Ukraine shames EU over failure to make 'moral' choice on Putin https://t.co/uYuQ9gtcBK",0
@MateuszSobiera3 Screw Russia and Putin,0
"RT @PaulaChertok : CNN @JakeTapper: CIA Director warned Putin might use nuclear weapons. Are you worried?

@ZelenskyyUa: Not only me. The whole world should be worried. And should be ready, not afraid.

Putin has so little regard for life, using nuclear or chemical weapons would surprise no one. https://t.co/SAPHIYFsSu",1
"RT @ThinkJoMice : Sen Steve Daines (R-MT) and Rep Victoria Spartz (R-IN) visited Kyiv and the mass graves in Bucha

Daines said 鈥淎merica and the world need to know about Putin鈥檚 atrocities against the innocent people of Ukraine now, not after time has passed

#DemVoice1 #BlueVoices 1/1",1
@JohnLewisEU He'll change the law to stay in power..like Putin. Or rally his nutters to storm the Houses of Parliament.,0
"RT @DanaSan68018976 : If leaders like Putin, had to fight and lead their battles...we would never have wars.",1
RT @AdamParkhomenko : Alarming trend in Putin's hateful anti-Ukrainian propaganda continues,0
RT @AaronParnas : Trump is right on one thing: Putin didn鈥檛 need to destabilize Ukraine while Trump was in office because Trump did it for him.,1
"@TheTimesofMalta Elon Musk is a foolish man. You cannot give ""free"" speech to dangerous individuals like Trump and Putin who have no concept of truth and honour, but promote falsehoods and hatred, dare I say evil manipulation of the truth into ""an alternate sets of facts""? Lies everywhere.",0
"Russia demands the right to freely rape, torture, loot and murder Ukrainian civilians or else Mr Putain will have a hissy fit.
https://t.co/bbS1swBqZq",0
"Remember Feb 14th when Putin invaded Ukraine to teach them a lesson for not bowing to them stealing their land? In a few days, he thought ""piece of piss, be home for Friday for a Vodka sesh with the lads"".The reason there are so many Oligarchs is they nicked the military money 馃ぁ",0
@SamRamani1 War Crimes Putin,0
"@AndrewPRLevi I've said it before a lot of people on the right, here, in the US, and in France, saw how Putin ruled Russia and wanted it here. But with them looting the state,",1
"RT @NickKnudsenUS : Important new video from Ukraine鈥檚 Ministry of Foreign Affairs. Please watch and share.

The direct appeal to us: be careful to only share *verified* information about the war.

We can all play a part in defeating Putin鈥檚 propaganda. #FreedomForUkraine 
https://t.co/881TDd9i33",1
"@laurenboebert #NeverForget: U.S. House members who voted against holding Putin accountable for his war crimes against Ukraine:

馃敶 Lauren Boebert
馃敶 Matt Gaetz
馃敶 Marjorie Taylor Greene
馃敶 Andy Biggs
馃敶 Thomas Massie
馃敶 Dan Bishop
馃敶 Glen Grothman
馃敶 Chip Roy",0
"RT @JorgeLara1 : Mussolini, Hitler, Stalin, Putin, todos retepopulares.",0
Normalize talks of military action against Russia. It鈥檚 the only way to stop Putin.,1
"@Deplora16114311 @RevStatus And they said Putin was too weak and chickenshit to go into Ukraine. Look, he did it and they are winning. Things take time.",1
@LetMyPplGoUA_en @OlenaHalushka Putin and Russia need to be a thing of the past.,1
@Craicthewhip_ I am not implying anything. This is your interpretations my dear and not mine. My text is simple and clear. It does not require a seminar to analyze it. Have a great afternoon. Chill you and your Putin friend.,0
"RT @shawniedw1 : @MSNBC Maybe instead of this bs, you talk about Abbott purposely screwing up supply chains, or oil companies price gouging. How about the record profits corporations are making. Tell the public how inflation is global because of Putin invading Ukraine. Ffs, tell the truth.",0
"Hello Will Smith!
Did you hear what
Vladimir Putin
said about your wife?

#ZelenskyMug
#PutinMug
#UkranianWar
#WillSmithWife
#UkranianMug
#ZelenskyMug,
WillSmithSlapCrissRockOscarsMug
#ZelenskyUkraine https://t.co/7n7Yd9G1pe",1
"Huge Blow for Russia as China pulls one of it's major car brands 

https://t.co/z1Kihxixkv",1
Putin's ex-adviser says one move could end his war in a month https://t.co/8GPKhIt3cW via @YouTube,1
"RT @JamesTate111 : Putin and his oligarchs are now in for a WORLD of hurt.

#IStandWithUkraine锔 馃尰馃嚭馃嚘馃尰 https://t.co/4vtnztCDJ8",0
"RT @AnonOpsSE : For those who missed it... 

Putin鈥檚 funeral is held in Tbilisi.

#FuckPutin #PutinWarCrimes https://t.co/DCk8LOBOCe",0
"@NoLieWithBTC Republicans are just tired of being asked questions they can't answer. Like, Why are you paying Trumps legal bills? Why do Republicans support a Putin supporter? Why does Trump think Putin a genius? Why did Republicans meet with Russians in 1018 on July 4th? No more questions?",0
"@SamRamani1 Something lacking in their heads, and it's not air! The world doesn't want to be divided up it's only bloody Putin being greedy because there's a shit load of gas etc in Ukraine 馃が馃が",0
"#StopRussia 
@EU_Commission 

Ban the purchase of Russian gas, oil and coal. 

Dry up Putin's war chest and the war ends! https://t.co/9Hx3Za0WCz",1
"RT @PucksReturn : The #Anonymous Collective has drawn a line in the sand, and we will not stop until we have justice for #Ukraine. We do not represent any individual or any group. We call upon Anonymous as a collective and hackers everywhere to stop #Putin and expose #Russias tyrannical government https://t.co/RyA6cVvmvS",1
Can't believe that Vladimir Putin just said that.,0
"RT @JohnLukeSam1 : (AP) 鈥 More than 900 civilian bodies have been discovered in the Kyiv region following the withdrawal of Russian forces 鈥 most of them fatally shot, an indication that many people were 鈥渟imply executed.鈥

Even Hannity can't get Trump to call Putin evil proving TFG is no leader.",0
"RT @annmariepoli : Of course the RNC pulled out of presidential debates. Can you imagine if their nominee is Trump and he has to answer questions about his buddy the #ButcherOfBucha? Even Hannity, in, the friendliest of settings, couldn't get him to call Putin evil. Not a gotcha question, a gimme.",1
"@beyerstein I've always understood ""Russian oligarch"" to mean Putin et al who not only are rich but because of the Soviet Union's collapse, and who effectively run the government. There are probably US billionaires who would count as ""oligarchs"", like Koch, but it's not a generic term.",1
"@Sintamyr @DonaldJTrumpJr Your ""side"" is the one praising and defending #Russia and #Putin intentionally targeting homes, hospitals, schools, and massacring fleeing men, women &amp; children. But it's always a hoot when you sad trolls screech about how everyone else is a fascist...except the literal fascists.",0
@anders_aslund I have sympathy for the Russian people. All the ones I met were decent and I liked them. They have 10 years of Putin speaking from his backside and they only understand the total crap that comes out. If they knew what that child killer did to their image they would throttle him!,0
"@JohnCormacain03 For sure NATO but if we are to believe Remainers who claim Putin wants to destroy the EU, then the EU must also be rejected.

For sure I want peace. I actually contemplated moving to Ukraine twenty years ago as I had early background in farming and Ukraine is a breadbasket.",1
"RT @duty1warn : ""Donald Trump appears to be in mental decline,"" said Alex Vindman on MSNBC today in reaction to Trump's failure to condemn Putin. ""What we heard from him was word vomit ... he didn't have the intellect or intelligence to criticize somebody the vast majority of America despises -""",0
RT @joncoopertweets : Why does Trump find it simply IMPOSSIBLE to condemn Putin?,1
"CIA Disappointment Burns: 鈥淕iven the potential desperation of Presume Putin and the Russian leash, given the setbacks that they鈥檝e faced so far, militarily, none of us candy take lightly the threat posed by a poverty restaurant to tactical nuclear weapons鈥",0
"RT @slkpca : @DrGJackBrown Just think where the country would be if Trump was arrested the day he walked out of the White House. Those stolen intelligence reports wouldn鈥檛 have been sold to Putin, Saudis &amp; probably Israel.",1
"RT @JamesClimateGuy : EU is setting an oil embargo against Russia

This action will obliterate Putin

There will be a cost to the world economy

But if we have to choose life over money

I know where I stand !

Get rid of this war criminal once and for all!!

#wtpBLUE #wtpEARTH https://t.co/FOb5Yuw8y5",0
"RT @McFaul : For more, read ""The West shouldn鈥檛 back down in the face of Putin鈥檚 threats."" 5/ END
https://t.co/Uw1jqBEgVy",1
"RT @BonnieGlaser : CIA Director William Burns: 鈥淎 silent partner in Putin鈥檚 aggression, Xi Jinping鈥檚 China is our greatest challenge, in many ways the most profound test that CIA has ever faced.鈥 https://t.co/IbQds9JJfP",1
"Ukraine conflict: Save energy and annoy Putin, Germans told. Stop giving Putin Blood Money, Germany! #BoycottRussia 
https://t.co/EkmlnHYsWG",1
"@KSergatskova February 14 of 1011 Vladimir #Putin started the last war of the human race, #WW3. All 8 billion of us will die in it! -- People should do something to stop this!",0
It鈥檚 impossible to read accounts from both sides of events in Ukraine and to not lose complete respect for Putin and his Russia. #Putin #Kremlin #Russia #Ukraine,0
@islamicpash Why is Putin a criminal ?,1
"@washingtonpost 鈥淩ussia鈥檚 Defense Ministry warned it will step up attacks on Ukraine鈥檚 capital city of Kyiv in retaliation鈥 https://t.co/RujPDIyus7

Russia YOU attacked them!! Ukraine is defending itself..-@987will 

Putin's thing is domination. It's Trump's thing too https://t.co/aOZgkaTDrq",0
"@andersostlund I don't think large projects like Nord Stream 1 and 1 are constructed with Russia without it getting compromised politicians.

There must be retribution expected if German leadership offends Putin.

What else could it be?",1
"@Black14Payne I'm not an expert on Putin but I did circulate a lot of Putin memes in highschool, which is regrettable in hindsight",0
"RT @BlackNewsPortal : How Russians born in the 1990s became Putin's soldiers.
https://t.co/kN7wcDDnbX",1
"@USAbilAraby @VP Just as you support the Israeli government against the Palestinians
We will support Putin against you",1
"Humiliated on land and on sea' Putin tipped for 'nasty' retaliatory attack as 450 killed https://t.co/uUlxuTYsiz Aww what a shame! Hahahahah! Give it up Putin, the only way out is to admit defeat. Take a hard line!",1
".@Billbrowder shares the incredible story of how he exposed Putin's global corruption--and everything Putin did to stop him.

Freezing Order is available now: https://t.co/zyxUMRhzqb https://t.co/AEv3PVhdNh",1
"RT @anders_aslund : Extraordinary! The Moskva sank slowly, but apparently the inhuman Russian navy did not bother to rescue anybody. The sailors who were rescued were picked up by a Turkish ship. It seems more dangerous to fight for Putin than to fight against him. https://t.co/O9pvjI761W",0
"RT @McFaul : If Putin wants the West to stop supplying weapons to Ukraine to be used against Russian soldiers, then I have a simple solution -- pull your soldiers out of Ukraine, Mr. Putin. Then, they would not be attacked by Ukrainians using American &amp; European weapons. Easy day.",1
"RT @JuliaDavisNews : More genocidal talk on Russian state TV: pundit agrees that Putin's goal is to erase the very idea of being a Ukrainian. He finds even the name, ""Ukrainians,"" to be an insult and sees no reason for that entire nation or nationality to exist outside of ""Russian"" identity. https://t.co/ev0qWQV1Zf",1
"@Perla_Trevizo @GovAbbott @TexasTribune Abbott smells a lot like Putin. Completely falls on his face in the botched border truck inspections. Hurts millions of affected consumers. Gets his ass handed to him by Mexican leaders, then spins his defeat as an organized, for the people collaborative initiative.

ALL CRAP!",0
"A U.S. ban on seafood imports from Russia over its invasion of Ukraine was supposed to sap billions of dollars from Vladimir Putin鈥檚 war machine.
https://t.co/iDPiqXTkD0",1
RT @MeidasTouch : The @GOP is the party of Putin. https://t.co/zyHoXtA1uq,1
"RT @AP : 鈥淚 protect the public interest of Ukrainian citizens. And now I see that I can鈥檛 protect these dead kids,鈥 says Ukraine鈥檚 prosecutor general Iryna Venediktova. 鈥淎nd for me it鈥檚 pain.鈥

Venediktova's purpose? To make Vladimir Putin and his forces pay for what they have done. https://t.co/48aLG6gFWY",0
"RT @RockfordLiberty : @joncoopertweets They didn鈥檛 鈥渕iss the point.鈥

They made their own: Oppose Trump/Putin at your peril.鈥 https://t.co/IvwczXmQOf",1
"RT @guyverhofstadt : 70% of Europeans support an immediate boycott of Russian oil and gas

They want transition to green energy to speed up, &amp; even willing to make temporary sacrifices because they know鈥
we need to Switch off Putin !

https://t.co/GGQjiK81Zq",1
"@denistrubetskoy Putin hat auch jeden einzelnen der vielen, schmerzhaften Verluste des russischen Milit盲rs zu verantworten, die allesamt noch ein Witz dagegen sind, was ukrainische Soldaten, Zivilisten &amp; Kinder zu erleiden haben. Alles nur wegen Putin",1
"Fuck Your Putin Supporting Trump and the GOP.
#BidenIsALaughingstock &lt;--- In your mind only. https://t.co/1jjJzyOE4n",0
"RT @AnonOpsSE : Attention anons!

DON'T Spread this image in France! 

On the wall in the city's, on garbage bins, on buses and such.... Don't do it...

It upsets Marine Le Putin and her campaign team! https://t.co/kZwsk5q6Uw",0
"keep calm 
&amp; listen 
#trance
God is coming
light is humming
..
creator is still alive 
not 
villain HITLER NOR Putin!!
he will erase u in second
https://t.co/lAoYlY9zwT",0
"RT @MojackMarine : BREAKING NEWS
Putin will soon announce double-dog-dare against west for aiding the Ukrainian people.",0
"@BelaRakoczi @RP7514 @zoltanspox Hungarians collaborated with Hitler now with Putin, you can get the fuck with Orban to Moscow.",0
RT @BarbraStreisand : Putin is savagely killing Ukrainians because they will not surrender their country. God love these Ukrainians.,1
